Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
"2024-07-12 22:18:00",22:18:00,CNR3151888691,"Canceled by Driver",CID596557,"Prime Plus",Basavanagudi,Malleshwaram,NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,446,NULL,0,NULL,NULL
"2024-07-17 14:02:00",14:02:00,CNR8517329413,Success,CID351648,"Prime Sedan","Richmond Town","Rajarajeshwari Nagar",98,80,NULL,NULL,No,NULL,186,Cash,43,4.9,4.8
"2024-07-26 23:27:00",23:27:00,CNR2791706011,Success,CID764355,Bike,Kengeri,"HSR Layout",259,90,NULL,NULL,No,NULL,159,UPI,44,3.1,4.1
"2024-07-16 23:20:00",23:20:00,CNR4498959684,Success,CID685902,Auto,Banashankari,"Mysore Road",182,140,NULL,NULL,No,NULL,316,Cash,6,3.4,3.1
"2024-07-05 0:12:00",00:12:00,CNR1749195476,Success,CID591959,"Prime Sedan",Indiranagar,Jayanagar,98,30,NULL,NULL,No,NULL,365,Cash,18,4.4,4.3
"2024-07-14 23:21:00",23:21:00,CNR7931571936,"Canceled by Driver",CID888734,"Prime SUV",Padmanabhanagar,Nagarbhavi,NULL,NULL,NULL,"More than permitted people in there",NULL,NULL,488,NULL,0,NULL,NULL
"2024-07-15 15:23:00",15:23:00,CNR6114934824,"Driver Not Found",CID169713,"Prime SUV",Peenya,Peenya,NULL,NULL,NULL,NULL,NULL,NULL,275,NULL,0,NULL,NULL
"2024-07-05 16:13:00",16:13:00,CNR6301880937,Success,CID764347,"Prime Plus","Cox Town",Yelahanka,161,115,NULL,NULL,No,NULL,177,UPI,10,3.4,3.4
"2024-07-07 15:11:00",15:11:00,CNR4339271311,Success,CID479807,"Prime Plus","Electronic City","Cox Town",175,135,NULL,NULL,Yes,"Customer Demand",318,UPI,12,4.7,3.9
"2024-07-04 9:48:00",09:48:00,CNR1897607895,"Canceled by Customer",CID964083,eBike,Kengeri,Yeshwanthpur,NULL,NULL,"Driver asked to cancel",NULL,NULL,NULL,223,NULL,0,NULL,NULL
"2024-07-24 21:47:00",21:47:00,CNR5241521561,Success,CID932501,"Prime SUV",Whitefield,Hebbal,126,35,NULL,NULL,No,NULL,271,Cash,30,4,3.2
"2024-07-02 1:20:00",01:20:00,CNR1655372621,Success,CID312114,eBike,"Bannerghatta Road",Peenya,105,105,NULL,NULL,No,NULL,245,Cash,34,3.4,4
"2024-07-30 5:17:00",05:17:00,CNR6108878401,"Canceled by Driver",CID878610,Auto,"Tumkur Road",Marathahalli,NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,655,NULL,0,NULL,NULL
"2024-07-09 3:22:00",03:22:00,CNR4594088142,"Driver Not Found",CID625857,Bike,Yelahanka,Hennur,NULL,NULL,NULL,NULL,NULL,NULL,496,NULL,0,NULL,NULL
"2024-07-23 11:15:00",11:15:00,CNR5871756670,Success,CID804047,"Prime Plus",Shantinagar,Kadugodi,189,125,NULL,NULL,No,NULL,304,UPI,25,4.4,4.1
"2024-07-09 9:27:00",09:27:00,CNR7741091227,Success,CID326835,eBike,"Mysore Road","Bannerghatta Road",91,90,NULL,NULL,No,NULL,2089,UPI,41,4.9,3.4
"2024-07-01 13:49:00",13:49:00,CNR7057363011,Success,CID996723,Mini,"Richmond Town","Tumkur Road",252,75,NULL,NULL,No,NULL,710,Cash,14,4.2,3.6
"2024-07-10 22:51:00",22:51:00,CNR8216371515,Success,CID550794,"Prime Plus","Richmond Town",Malleshwaram,161,70,NULL,NULL,No,NULL,348,Cash,40,4.6,3.3
"2024-07-20 5:26:00",05:26:00,CNR8897357405,"Canceled by Driver",CID188399,Auto,Malleshwaram,Chickpet,NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,1093,NULL,0,NULL,NULL
"2024-07-27 23:06:00",23:06:00,CNR4169726165,Success,CID379093,eBike,"Electronic City","JP Nagar",287,100,NULL,NULL,No,NULL,312,UPI,40,4.8,4.6
"2024-07-26 2:52:00",02:52:00,CNR8433847126,"Canceled by Driver",CID332209,Auto,"Richmond Town",Nagarbhavi,NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,285,NULL,0,NULL,NULL
"2024-07-09 0:23:00",00:23:00,CNR2572388214,Success,CID623260,Mini,Malleshwaram,Hebbal,252,130,NULL,NULL,No,NULL,486,UPI,14,3.8,4.8
"2024-07-10 7:49:00",07:49:00,CNR2209338924,Success,CID275811,"Prime SUV","Richmond Town",Jayanagar,217,85,NULL,NULL,No,NULL,281,Cash,27,3.3,4.6
"2024-07-01 9:47:00",09:47:00,CNR7786350145,"Driver Not Found",CID358778,"Prime SUV","Cox Town","Ramamurthy Nagar",NULL,NULL,NULL,NULL,NULL,NULL,427,NULL,0,NULL,NULL
"2024-07-01 1:27:00",01:27:00,CNR9386247161,Success,CID940541,Auto,"Richmond Town",Marathahalli,112,40,NULL,NULL,No,NULL,988,Cash,19,4,3.6
"2024-07-14 12:29:00",12:29:00,CNR5060581275,Success,CID316695,Bike,Varthur,Kammanahalli,238,35,NULL,NULL,No,NULL,280,Cash,1,3.5,3.1
"2024-07-24 4:39:00",04:39:00,CNR6056771031,Success,CID186413,"Prime Plus",Ulsoor,Nagarbhavi,84,130,NULL,NULL,Yes,"Vehicle Breakdown",245,Cash,32,4.5,4.1
"2024-07-24 21:07:00",21:07:00,CNR8967661701,Success,CID177625,Bike,"Mysore Road",Koramangala,273,105,NULL,NULL,No,NULL,376,UPI,41,4.3,3.1
"2024-07-01 17:40:00",17:40:00,CNR5755650925,Success,CID858484,eBike,Nagarbhavi,"Bannerghatta Road",147,50,NULL,NULL,No,NULL,1836,Cash,43,4.9,5
"2024-07-04 10:37:00",10:37:00,CNR9585520919,"Canceled by Driver",CID160001,eBike,"Langford Town","KR Puram",NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,466,NULL,0,NULL,NULL
"2024-07-19 5:14:00",05:14:00,CNR2372286726,"Driver Not Found",CID599006,"Prime SUV","Sahakar Nagar",Chamarajpet,NULL,NULL,NULL,NULL,NULL,NULL,290,NULL,0,NULL,NULL
"2024-07-07 6:37:00",06:37:00,CNR6760035550,Success,CID297649,"Prime Plus","Bannerghatta Road",Jayanagar,273,145,NULL,NULL,No,NULL,842,Cash,47,3.7,3.7
"2024-07-06 12:59:00",12:59:00,CNR2735787584,Success,CID884354,Auto,Padmanabhanagar,Jayanagar,224,75,NULL,NULL,No,NULL,128,UPI,10,4.5,3.5
"2024-07-30 12:51:00",12:51:00,CNR3863926079,Success,CID734900,Auto,Yeshwanthpur,Rajajinagar,49,140,NULL,NULL,No,NULL,252,UPI,9,4.7,4.3
"2024-07-27 7:22:00",07:22:00,CNR4395101031,"Canceled by Customer",CID671679,Bike,Koramangala,"Bannerghatta Road",NULL,NULL,"Driver is not moving towards pickup location",NULL,NULL,NULL,871,NULL,0,NULL,NULL
"2024-07-21 17:34:00",17:34:00,CNR7422722765,"Canceled by Customer",CID410654,"Prime Plus",Bellandur,Rajajinagar,NULL,NULL,"Driver asked to cancel",NULL,NULL,NULL,882,NULL,0,NULL,NULL
"2024-07-27 22:47:00",22:47:00,CNR7827380369,"Canceled by Customer",CID607792,Bike,Kammanahalli,Devanahalli,NULL,NULL,"Wrong Address",NULL,NULL,NULL,394,NULL,0,NULL,NULL
"2024-07-18 4:11:00",04:11:00,CNR4365228130,Success,CID253393,Bike,"Ramamurthy Nagar","Sarjapur Road",147,65,NULL,NULL,No,NULL,392,Cash,19,3.2,4.7
"2024-07-22 13:03:00",13:03:00,CNR3051048911,Success,CID259235,Bike,Peenya,"Electronic City",84,110,NULL,NULL,No,NULL,353,Cash,47,3.3,4.8
"2024-07-08 21:52:00",21:52:00,CNR5318592386,Success,CID946138,"Prime Sedan",Yeshwanthpur,"Sahakar Nagar",182,75,NULL,NULL,No,NULL,364,UPI,8,3.1,3.7
"2024-07-03 21:29:00",21:29:00,CNR9358744169,"Canceled by Driver",CID462601,"Prime Plus","HSR Layout",Hebbal,NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,327,NULL,0,NULL,NULL
"2024-07-02 17:20:00",17:20:00,CNR2835273635,Success,CID316470,"Prime Sedan",Hennur,"Sarjapur Road",168,115,NULL,NULL,No,NULL,1237,UPI,19,3.6,3.7
"2024-07-10 18:59:00",18:59:00,CNR5897089245,Success,CID684218,"Prime Plus","Tumkur Road","Frazer Town",35,35,NULL,NULL,No,NULL,171,UPI,6,3.1,4.2
"2024-07-14 6:01:00",06:01:00,CNR2267369294,"Canceled by Driver",CID881141,"Prime Plus","RT Nagar",Whitefield,NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,363,NULL,0,NULL,NULL
"2024-07-22 17:40:00",17:40:00,CNR4620276114,Success,CID705981,"Prime Plus","Cox Town",Yelahanka,63,65,NULL,NULL,No,NULL,119,Cash,39,4.7,4
"2024-07-04 1:05:00",01:05:00,CNR3465175708,Success,CID564278,"Prime SUV",Yeshwanthpur,Chamarajpet,182,65,NULL,NULL,No,NULL,116,"Debit Card",49,4.6,4.5
"2024-07-24 17:49:00",17:49:00,CNR9150622541,Success,CID991395,Bike,Chamarajpet,"Bannerghatta Road",273,115,NULL,NULL,No,NULL,334,UPI,19,3.4,3.7
"2024-07-07 7:12:00",07:12:00,CNR5465406782,Success,CID761700,"Prime SUV","RT Nagar","Hosur Road",280,45,NULL,NULL,No,NULL,2021,Cash,35,4.2,4.5
"2024-07-17 4:08:00",04:08:00,CNR1698555183,"Canceled by Driver",CID507693,Auto,"Hosur Road",Yelahanka,NULL,NULL,NULL,"Customer related issue",NULL,NULL,233,NULL,0,NULL,NULL
"2024-07-08 9:31:00",09:31:00,CNR8558986116,Success,CID562646,Mini,"MG Road",Yelahanka,231,75,NULL,NULL,No,NULL,2337,Cash,43,3,4.9
"2024-07-17 13:25:00",13:25:00,CNR9887374333,"Driver Not Found",CID133454,eBike,"Bannerghatta Road","MG Road",NULL,NULL,NULL,NULL,NULL,NULL,1631,NULL,0,NULL,NULL
"2024-07-30 14:32:00",14:32:00,CNR5974417608,Success,CID342085,Bike,"Tumkur Road","Richmond Town",161,35,NULL,NULL,No,NULL,455,UPI,44,4.4,4.9
"2024-07-26 18:30:00",18:30:00,CNR2899058512,Success,CID788402,"Prime Sedan",Chamarajpet,Shivajinagar,308,90,NULL,NULL,No,NULL,225,"Credit Card",20,4.7,3.6
"2024-07-02 23:43:00",23:43:00,CNR1177858712,Success,CID761759,Mini,Banashankari,Varthur,189,70,NULL,NULL,No,NULL,384,Cash,49,3.3,4.1
"2024-07-02 3:47:00",03:47:00,CNR6639992370,"Driver Not Found",CID122556,Mini,"Richmond Town",Indiranagar,NULL,NULL,NULL,NULL,NULL,NULL,399,NULL,0,NULL,NULL
"2024-07-28 7:59:00",07:59:00,CNR6316555713,Success,CID855034,"Prime Sedan",Devanahalli,Shivajinagar,42,35,NULL,NULL,No,NULL,863,UPI,28,4.8,3.4
"2024-07-17 14:05:00",14:05:00,CNR8915662704,Success,CID198556,"Prime Sedan","Ramamurthy Nagar","BTM Layout",238,60,NULL,NULL,Yes,"Customer Demand",684,UPI,11,4.7,3.4
"2024-07-02 20:06:00",20:06:00,CNR2076447870,Success,CID426811,"Prime Sedan","Hosur Road",Chamarajpet,252,120,NULL,NULL,No,NULL,947,Cash,17,3.3,3.4
"2024-07-21 4:00:00",04:00:00,CNR7873866207,Success,CID726714,Mini,"RT Nagar",Malleshwaram,252,25,NULL,NULL,No,NULL,894,UPI,13,3.3,4.6
"2024-07-01 12:29:00",12:29:00,CNR4741744512,Success,CID191713,Auto,Nagarbhavi,"Frazer Town",182,115,NULL,NULL,No,NULL,332,UPI,15,4.5,3.8
"2024-07-16 2:48:00",02:48:00,CNR8049513545,"Canceled by Driver",CID136904,"Prime Sedan",Hennur,"KR Puram",NULL,NULL,NULL,"Customer related issue",NULL,NULL,213,NULL,0,NULL,NULL
"2024-07-05 18:19:00",18:19:00,CNR6898159429,Success,CID753502,Bike,Yelahanka,Hebbal,259,65,NULL,NULL,No,NULL,444,UPI,1,3.7,3.9
"2024-07-17 22:43:00",22:43:00,CNR2356102615,Success,CID906333,Bike,Kadugodi,"Richmond Town",154,25,NULL,NULL,No,NULL,156,Cash,7,4,3.9
"2024-07-17 21:05:00",21:05:00,CNR9414899538,Success,CID563852,Auto,Kengeri,"Cox Town",294,105,NULL,NULL,No,NULL,2204,UPI,17,3.6,4.1
"2024-07-11 12:04:00",12:04:00,CNR3435621611,Success,CID308048,"Prime SUV","Magadi Road",Banashankari,42,120,NULL,NULL,No,NULL,549,Cash,26,4.9,3.3
"2024-07-29 4:46:00",04:46:00,CNR7128031060,"Driver Not Found",CID875217,eBike,"BTM Layout","Sahakar Nagar",NULL,NULL,NULL,NULL,NULL,NULL,194,NULL,0,NULL,NULL
"2024-07-28 11:02:00",11:02:00,CNR9140429965,"Canceled by Customer",CID646021,Bike,"Sahakar Nagar","HSR Layout",NULL,NULL,"Wrong Address",NULL,NULL,NULL,483,NULL,0,NULL,NULL
"2024-07-14 22:26:00",22:26:00,CNR6801250146,Success,CID128389,eBike,Ulsoor,Chickpet,245,60,NULL,NULL,No,NULL,323,UPI,45,3.5,4.7
"2024-07-12 4:09:00",04:09:00,CNR6301417844,Success,CID418837,"Prime Sedan",Basavanagudi,"Ramamurthy Nagar",49,35,NULL,NULL,No,NULL,352,Cash,27,4.8,4.4
"2024-07-25 18:06:00",18:06:00,CNR9411114114,"Canceled by Customer",CID920643,Auto,Shivajinagar,"Electronic City",NULL,NULL,"Driver is not moving towards pickup location",NULL,NULL,NULL,661,NULL,0,NULL,NULL
"2024-07-18 1:03:00",01:03:00,CNR3037725956,Success,CID736277,Auto,"Frazer Town","Langford Town",259,125,NULL,NULL,No,NULL,187,Cash,3,4.4,3.6
"2024-07-04 22:37:00",22:37:00,CNR2936854622,"Canceled by Driver",CID554308,"Prime Plus",Indiranagar,"Sarjapur Road",NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,854,NULL,0,NULL,NULL
"2024-07-17 6:53:00",06:53:00,CNR6006240971,"Canceled by Customer",CID289984,"Prime SUV","Cox Town","Sarjapur Road",NULL,NULL,"Change of plans",NULL,NULL,NULL,185,NULL,0,NULL,NULL
"2024-07-01 6:43:00",06:43:00,CNR1766274511,"Canceled by Driver",CID410862,Mini,Bellandur,Peenya,NULL,NULL,NULL,"Customer was coughing/sick",NULL,NULL,441,NULL,0,NULL,NULL
"2024-07-26 23:06:00",23:06:00,CNR5971026587,Success,CID725452,"Prime Plus",Koramangala,"Hosur Road",140,130,NULL,NULL,No,NULL,285,UPI,8,3.8,3.3
"2024-07-03 0:19:00",00:19:00,CNR7279057939,Success,CID862445,Bike,Shivajinagar,"BTM Layout",252,60,NULL,NULL,No,NULL,791,"Credit Card",39,4.2,3.1
"2024-07-05 0:58:00",00:58:00,CNR2119856536,Success,CID674806,Bike,Banashankari,"Magadi Road",287,70,NULL,NULL,No,NULL,244,Cash,11,3.8,4.3
"2024-07-28 11:53:00",11:53:00,CNR4421724901,"Canceled by Driver",CID160163,"Prime SUV",Peenya,Devanahalli,NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,419,NULL,0,NULL,NULL
"2024-07-08 16:27:00",16:27:00,CNR8203280415,Success,CID986574,eBike,"Bannerghatta Road","Mysore Road",308,120,NULL,NULL,Yes,"Vehicle Breakdown",530,Cash,9,4.8,3.4
"2024-07-18 7:13:00",07:13:00,CNR1917233145,Success,CID120985,eBike,Jayanagar,Vijayanagar,42,25,NULL,NULL,No,NULL,699,"Credit Card",32,3.2,4.4
"2024-07-02 23:29:00",23:29:00,CNR4954905109,"Driver Not Found",CID688234,"Prime Plus","Frazer Town","Sarjapur Road",NULL,NULL,NULL,NULL,NULL,NULL,287,NULL,0,NULL,NULL
"2024-07-11 0:52:00",00:52:00,CNR8148307201,Success,CID558424,Mini,"HSR Layout","BTM Layout",287,80,NULL,NULL,No,NULL,354,Cash,21,4.1,3.6
"2024-07-23 8:57:00",08:57:00,CNR2188061851,Success,CID325618,Auto,"Sahakar Nagar","Hosur Road",126,55,NULL,NULL,No,NULL,168,Cash,2,4.5,3.1
"2024-07-22 17:26:00",17:26:00,CNR5145128340,Success,CID995361,Bike,Peenya,Rajajinagar,217,25,NULL,NULL,No,NULL,420,UPI,32,5,3.2
"2024-07-28 0:17:00",00:17:00,CNR7158545895,Success,CID844279,Auto,Kadugodi,Basavanagudi,259,30,NULL,NULL,No,NULL,223,UPI,13,4.2,3
"2024-07-19 1:10:00",01:10:00,CNR9173107597,Success,CID522747,Bike,Shivajinagar,Yeshwanthpur,91,140,NULL,NULL,No,NULL,981,Cash,16,3.2,4.4
"2024-07-06 13:09:00",13:09:00,CNR6393562358,Success,CID785115,Auto,"Sahakar Nagar","Hosur Road",126,65,NULL,NULL,No,NULL,787,Cash,17,4.8,3.9
"2024-07-13 10:40:00",10:40:00,CNR8232247249,Success,CID793446,"Prime SUV",Kammanahalli,"BTM Layout",301,85,NULL,NULL,No,NULL,482,UPI,39,3.6,4.3
"2024-07-27 12:50:00",12:50:00,CNR9168317010,"Canceled by Customer",CID232161,"Prime Sedan",Devanahalli,Rajajinagar,NULL,NULL,"Driver asked to cancel",NULL,NULL,NULL,477,NULL,0,NULL,NULL
"2024-07-16 21:09:00",21:09:00,CNR6663429218,Success,CID791885,Auto,"BTM Layout",Peenya,98,95,NULL,NULL,No,NULL,368,UPI,15,4.1,4.7
"2024-07-12 12:18:00",12:18:00,CNR7548762097,Success,CID602521,"Prime SUV",Peenya,Hulimavu,182,90,NULL,NULL,No,NULL,2630,Cash,23,4.7,3.5
"2024-07-11 2:49:00",02:49:00,CNR9729131880,"Canceled by Customer",CID204941,"Prime Plus",Whitefield,Jayanagar,NULL,NULL,"Driver is not moving towards pickup location",NULL,NULL,NULL,223,NULL,0,NULL,NULL
"2024-07-26 3:46:00",03:46:00,CNR5294128823,Success,CID459433,Auto,Nagarbhavi,"Sarjapur Road",224,75,NULL,NULL,No,NULL,723,"Credit Card",13,4.4,4.2
"2024-07-14 19:17:00",19:17:00,CNR3206112487,Success,CID396565,Auto,Hennur,Kengeri,280,35,NULL,NULL,Yes,"Customer Demand",263,UPI,5,4.3,3.8
"2024-07-08 8:22:00",08:22:00,CNR1566940024,"Canceled by Driver",CID549889,Auto,"BTM Layout","Ramamurthy Nagar",NULL,NULL,NULL,"Customer related issue",NULL,NULL,178,NULL,0,NULL,NULL
"2024-07-07 9:53:00",09:53:00,CNR5315297238,"Canceled by Driver",CID338366,"Prime SUV","Sarjapur Road","Ramamurthy Nagar",NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,249,NULL,0,NULL,NULL
"2024-07-01 16:54:00",16:54:00,CNR1006922120,Success,CID852504,Auto,Whitefield,Hennur,77,60,NULL,NULL,No,NULL,476,UPI,2,4.7,3.2
"2024-07-12 16:46:00",16:46:00,CNR5544597949,Success,CID761496,eBike,"Cox Town","KR Puram",203,95,NULL,NULL,No,NULL,259,Cash,32,4.9,4.1
"2024-07-18 16:50:00",16:50:00,CNR9885501466,"Canceled by Driver",CID713457,Mini,"Cox Town","JP Nagar",NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,184,NULL,0,NULL,NULL
"2024-07-10 22:36:00",22:36:00,CNR2577290630,Success,CID587486,Mini,Indiranagar,Varthur,168,25,NULL,NULL,No,NULL,166,"Debit Card",4,4.5,3.5
"2024-07-13 8:27:00",08:27:00,CNR2189358103,"Canceled by Customer",CID206579,Mini,"Electronic City",Malleshwaram,NULL,NULL,"Change of plans",NULL,NULL,NULL,234,NULL,0,NULL,NULL
"2024-07-20 3:13:00",03:13:00,CNR5878296662,"Canceled by Driver",CID531606,"Prime SUV","Rajarajeshwari Nagar","MG Road",NULL,NULL,NULL,"Customer was coughing/sick",NULL,NULL,2207,NULL,0,NULL,NULL
"2024-07-08 20:49:00",20:49:00,CNR5407767059,Success,CID961280,Bike,Kadugodi,Bellandur,147,105,NULL,NULL,No,NULL,492,"Debit Card",38,4.4,5
"2024-07-29 11:37:00",11:37:00,CNR3858879331,Success,CID130793,Mini,Chamarajpet,Majestic,126,30,NULL,NULL,No,NULL,257,UPI,39,3.4,3.4
"2024-07-04 8:26:00",08:26:00,CNR3946189236,"Canceled by Driver",CID976608,"Prime SUV","Bannerghatta Road",Padmanabhanagar,NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,188,NULL,0,NULL,NULL
"2024-07-18 2:54:00",02:54:00,CNR3884085149,Success,CID817565,eBike,"JP Nagar","Bannerghatta Road",168,115,NULL,NULL,No,NULL,1197,UPI,14,4.9,3.7
"2024-07-15 1:39:00",01:39:00,CNR5160900451,"Canceled by Driver",CID534579,"Prime Plus","HSR Layout",Banashankari,NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,372,NULL,0,NULL,NULL
"2024-07-26 10:33:00",10:33:00,CNR5594173531,"Canceled by Driver",CID842728,Mini,Marathahalli,Marathahalli,NULL,NULL,NULL,"More than permitted people in there",NULL,NULL,2873,NULL,0,NULL,NULL
"2024-07-03 6:14:00",06:14:00,CNR1747570490,Success,CID738770,"Prime Sedan",Hebbal,"Electronic City",217,110,NULL,NULL,No,NULL,308,Cash,40,4.2,3.1
"2024-07-07 5:58:00",05:58:00,CNR4175222294,"Canceled by Driver",CID842175,"Prime Plus","Hosur Road","Hosur Road",NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,460,NULL,0,NULL,NULL
"2024-07-10 17:04:00",17:04:00,CNR5011050582,Success,CID314963,eBike,Basavanagudi,"Ramamurthy Nagar",98,55,NULL,NULL,No,NULL,229,UPI,30,4.4,3.4
"2024-07-18 19:21:00",19:21:00,CNR6903541832,"Canceled by Driver",CID704855,eBike,"Sarjapur Road","BTM Layout",NULL,NULL,NULL,"More than permitted people in there",NULL,NULL,252,NULL,0,NULL,NULL
"2024-07-12 10:44:00",10:44:00,CNR2134630697,"Canceled by Customer",CID260270,eBike,Banashankari,"BTM Layout",NULL,NULL,"Change of plans",NULL,NULL,NULL,464,NULL,0,NULL,NULL
"2024-07-25 9:22:00",09:22:00,CNR6084131375,Success,CID417409,Mini,Peenya,"RT Nagar",196,25,NULL,NULL,No,NULL,925,Cash,20,3.3,4.9
"2024-07-16 4:47:00",04:47:00,CNR8877537383,"Canceled by Driver",CID899351,"Prime Sedan",Jayanagar,"Magadi Road",NULL,NULL,NULL,"More than permitted people in there",NULL,NULL,388,NULL,0,NULL,NULL
"2024-07-13 10:00:00",10:00:00,CNR7162634847,"Driver Not Found",CID238610,Mini,"Mysore Road",Majestic,NULL,NULL,NULL,NULL,NULL,NULL,366,NULL,0,NULL,NULL
"2024-07-07 6:42:00",06:42:00,CNR2171469019,"Canceled by Customer",CID750161,Auto,"Ramamurthy Nagar",Bellandur,NULL,NULL,"Change of plans",NULL,NULL,NULL,376,NULL,0,NULL,NULL
"2024-07-19 5:07:00",05:07:00,CNR5371898305,"Canceled by Driver",CID979531,Bike,Kammanahalli,"RT Nagar",NULL,NULL,NULL,"Customer related issue",NULL,NULL,267,NULL,0,NULL,NULL
"2024-07-10 11:19:00",11:19:00,CNR8898869737,"Canceled by Driver",CID950981,Bike,Hennur,"Tumkur Road",NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,1350,NULL,0,NULL,NULL
"2024-07-08 16:57:00",16:57:00,CNR1874926517,Success,CID425133,Bike,Koramangala,"Electronic City",42,85,NULL,NULL,No,NULL,236,Cash,26,3.7,4.9
"2024-07-28 19:42:00",19:42:00,CNR3588435791,"Driver Not Found",CID640198,Auto,Whitefield,Malleshwaram,NULL,NULL,NULL,NULL,NULL,NULL,751,NULL,0,NULL,NULL
"2024-07-19 22:35:00",22:35:00,CNR6139659832,Success,CID996415,"Prime Sedan","RT Nagar",Peenya,273,125,NULL,NULL,No,NULL,416,UPI,9,3.9,3.3
"2024-07-26 16:37:00",16:37:00,CNR2718253920,Success,CID549923,eBike,"Hosur Road","Frazer Town",161,60,NULL,NULL,No,NULL,416,Cash,42,3.7,4.6
"2024-07-28 16:34:00",16:34:00,CNR3829501096,"Canceled by Customer",CID604474,"Prime Sedan",Devanahalli,Padmanabhanagar,NULL,NULL,"Change of plans",NULL,NULL,NULL,865,NULL,0,NULL,NULL
"2024-07-08 7:35:00",07:35:00,CNR8151088175,"Canceled by Driver",CID906367,eBike,"Mysore Road","Cox Town",NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,220,NULL,0,NULL,NULL
"2024-07-25 18:02:00",18:02:00,CNR2510555900,Success,CID684528,"Prime Plus","Frazer Town",Malleshwaram,77,85,NULL,NULL,No,NULL,975,UPI,2,4.9,3.8
"2024-07-20 1:54:00",01:54:00,CNR1957059848,"Canceled by Driver",CID244273,Auto,Shivajinagar,Chickpet,NULL,NULL,NULL,"Customer was coughing/sick",NULL,NULL,352,NULL,0,NULL,NULL
"2024-07-30 18:00:00",18:00:00,CNR3395446674,Success,CID828780,Mini,"Sarjapur Road",Kengeri,70,70,NULL,NULL,No,NULL,228,UPI,30,5,4.7
"2024-07-24 11:54:00",11:54:00,CNR1267572346,Success,CID872108,eBike,Banashankari,"RT Nagar",308,50,NULL,NULL,Yes,"Other Issue",400,UPI,31,3.5,4.9
"2024-07-14 7:06:00",07:06:00,CNR7686071361,Success,CID450739,eBike,"Ramamurthy Nagar",Kadugodi,308,65,NULL,NULL,No,NULL,773,Cash,6,4,3.3
"2024-07-06 10:08:00",10:08:00,CNR9226393759,"Canceled by Driver",CID448016,"Prime Sedan",Basavanagudi,"BTM Layout",NULL,NULL,NULL,"Personal & Car related issue",NULL,NULL,943,NULL,0,NULL,NULL
"2024-07-27 0:25:00",00:25:00,CNR3968834178,"Driver Not Found",CID628244,Mini,Yelahanka,Indiranagar,NULL,NULL,NULL,NULL,NULL,NULL,428,NULL,0,NULL,NULL
"2024-07-28 21:20:00",21:20:00,CNR7185041413,"Driver Not Found",CID583235,"Prime Sedan",Shivajinagar,Varthur,NULL,NULL,NULL,NULL,NULL,NULL,269,NULL,0,NULL,NULL
"2024-07-05 21:31:00",21:31:00,CNR9404161396,"Canceled by Customer",CID211022,"Prime Plus","Sahakar Nagar",Nagarbhavi,NULL,NULL,"Driver is not moving towards pickup location",NULL,NULL,NULL,130,NULL,0,NULL,NULL
"2024-07-29 7:44:00",07:44:00,CNR5145996802,Success,CID413392,eBike,"Ramamurthy Nagar","KR Puram",280,115,NULL,NULL,No,NULL,901,Cash,43,3.1,4.2
"2024-07-23 5:45:00",05:45:00,CNR2076331691,Success,CID234500,eBike,"KR Puram","Langford Town",98,35,NULL,NULL,No,NULL,165,Cash,14,4,3.3
"2024-07-30 17:55:00",17:55:00,CNR3717366408,Success,CID257218,Auto,"BTM Layout",Kengeri,217,115,NULL,NULL,No,NULL,645,UPI,9,3.4,3.1
"2024-07-02 4:18:00",04:18:00,CNR3358440210,Success,CID327927,eBike,"Ramamurthy Nagar","Rajarajeshwari Nagar",49,40,NULL,NULL,No,NULL,2379,Cash,16,3.9,4.8
"2024-07-22 3:00:00",03:00:00,CNR9719235595,"Driver Not Found",CID488142,"Prime SUV",Kengeri,Padmanabhanagar,NULL,NULL,NULL,NULL,NULL,NULL,229,NULL,0,NULL,NULL
"2024-07-29 12:13:00",12:13:00,CNR6504527145,"Driver Not Found",CID967235,"Prime Plus",Bellandur,"Mysore Road",NULL,NULL,NULL,NULL,NULL,NULL,131,NULL,0,NULL,NULL
